query-id,text
36,기업연수의 '경영관리' 카테고리에 포함된 교육 과목들은 무엇인가?
37,학습자 중심의 실시간 교육솔루션 이름과 해당 솔루션의 주요 제공 서비스는 무엇인가?
38,보유 특허 목록 중 '동기 및 비동기 겸용 모드의 멀티미디어 원격교육 방법' 항목은 어느 페이지에서 확인할 수 있는가?
39,e-Learning Contents에서 일반교육 범주에 포함된 분야들은 무엇인가?
40,학사관리 항목이 지원하는 구체적 업무(수업·평가 관련)는 무엇인가?
41,사업개요 페이지에 기재된 사업명은 무엇인가?
42,사업개요에 표시된 본점주소는 어디로 되어 있는가?
43,사업개요에 적힌 인수물건의 위치는 어디로 기재되어 있는가?
44,사업개요에 명시된 자본금현황은 얼마로 표기되어 있는가?
45,VISION 섹션에 제시된 세 가지 핵심 가치는 무엇으로 표기되어 있는가?
46,시장동향 슬라이드의 오피스텔 입주 및 분양물량 그래프에서 입주와 분양 범례는 어떻게 구분되어 있는가?
47,시장동향 페이지에서 오피스텔 시장 침체 원인으로 제시된 주요 요인은 무엇인가?
48,마케팅 전략 슬라이드에서 DBM'S 전략에 포함된 주요 활동은 무엇인가?
49,마케팅 전략 페이지의 BOOM 조성 항목에 명시된 구체적 실행 내용은 무엇인가?
50,마케팅 전략에서 투자유인을 위해 제시된 분양 후 자금 관련 방안은 무엇인가?
51,마케팅 프로세스의 1단계 상품인지도에서 수행해야 할 활동 항목들은 무엇으로 나열되어 있는가?
52,마케팅 프로세스의 2단계 BOOM-UP에서 계획된 주요 마케팅 활동은 무엇인가?
53,마케팅 프로세스의 4단계 100% 분양에서 계약고객 관리를 위해 제안된 활동은 무엇인가?
54,프레젠테이션 표지에 사용된 그래픽은 어떤 형태의 입체 도형을 형상화하고 있는가?
55,금성은 태양계에서 몇 번째 행성인가?
56,금성의 지름과 지구 대비 질량 비율은 어떻게 되는가?
57,금성 표면의 평균 온도는 얼마인가?
58,금성의 대기압은 지구의 몇 배 정도인가?
59,금성 대기의 주요 구성 성분과 비율은 어떻게 되는가?
60,금성의 강력한 온실 효과 원인은 무엇인가?
61,금성 표면의 지형적 특징에는 어떤 것들이 있는가?
62,금성 표면에 존재하는 주된 암석 종류는 무엇인가?
63,금성의 화산 활동은 어느 정도 활발한가?
64,금성의 지각 구조는 지구와 어떻게 다른가?
65,금성 표면에 산맥 높이가 최대 얼마까지 존재하는가?
66,금성에 판 구조론이 적용되는가?
67,금성의 자전 속도와 자전 방향은 어떤 특성을 갖는가?
68,금성의 공전 주기는 얼마인가?
69,금성의 형성 시기는 언제로 추정되는가?
70,금성 탐사는 언제부터 시작되었고 어느 나라들이 주도했는가?
71,인류 최초로 금성 표면에 성공적으로 착륙한 탐사선은 무엇이며 착륙일은 언제인가?
72,마젤란 탐사선이 금성에서 수행한 주요 임무는 무엇인가?
73,금성 탐사에서 사용된 주요 장비와 관측 기법은 무엇인가?
74,금성 표면 탐사에 있어 가장 큰 기술적 난제는 무엇인가?
75,금성 대기 상층부에서 생명체 존재 가능성에 대한 근거는 무엇인가?
76,금성 탐사가 지구 과학 및 태양계 진화 연구에 기여하는 과학적 가치는 무엇인가?
77,향후 금성 탐사의 주요 목표는 무엇인가?
78,금성 탐사에서 국제 협력이 중요한 이유는 무엇인가?
79,금성 표면 온도에 대해 문서들에서 제시하는 수치 차이가 있는가?
80,금성의 밀도는 지구와 비교했을 때 어떤 차이가 있는가?
81,금성 대기의 황색 구름과 강풍에 대한 설명은 무엇인가?
82,금성 탐사로 얻은 과거 성과와 주요 발견 사례는 무엇인가?
83,미래 금성 탐사에서 우선적으로 개발해야 할 첨단 기술은 무엇인가?
84,금성 탐사가 인류의 미래 우주 개척에 제공하는 기여는 무엇인가?
85,사업개요에 제시된 출판업 사업의 주요 제공 서비스 항목은 무엇인가?
86,월간낚시와 바다낚시의 시장점유율은 각각 얼마인가?
87,경쟁 잡지의 가격 문제가 무엇이며 시장확보를 위해 제안된 가격 전략은 무엇인가?
88,4대 매체 광고비 추이에 포함된 매체 종류는 무엇인가?
89,사업장 임차 비용으로 책정된 금액은 얼마인가?
90,"승용·승합차의 수량과 단가, 총 금액은 어떻게 되는가?"
91,집기류와 사무OA를 포함한 시설자금 합계는 얼마인가?
92,운영계획에서 제시된 웹사이트 운영과 기사 제공 관련 내용은 무엇인가?
93,판매계획에서 지하철 매장 배치와 관련된 유통 전략은 무엇인가?
94,1차년도 연매출 합계는 얼마로 계획되어 있는가?
95,2차년도와 3차년도의 월별 판매수익 전망치는 각각 얼마인가?
96,총 소요자금 합계는 얼마로 계산되어 있는가?
97,추정대차대조표에서 2008년 고정자산 가치는 얼마로 표기되어 있는가?
98,추정 손익계산서에서 2006년 매출총이익은 얼마인가?
99,추정 손익계산서에서 2008년 분기순이익(사업이익 또는 당기순이익)은 얼마로 예상되는가?
100,주택복권 사업의 주요 목적은 무엇인가?
101,주택복권 사업이 몽골의 경제 발전에 어떻게 기여하는가?
102,주택복권 사업으로 기대되는 효과는 무엇인가?
103,울란바토르의 건립 연도와 인구 수는 어떻게 되는가?
104,울란바토르가 국가 산업생산에서 차지하는 비율은 얼마인가?
105,한국의 2001년 말 주택 보급률은 얼마인가?
106,1972년에 제정된 법률 이름과 그 법에 포함된 사업은 무엇인가?
107,울란바토르에서 최근 아파트 가격 변화 추이는 어떻게 설명되는가?
108,주택복권 사업의 판매 조직 구조는 어떻게 구성되는가?
109,각 지역별 담당자 수와 1인당 담당 판매처 수는 얼마인가?
110,각 판매대가 판매할 수 있는 복권 수량과 복권당 배분되는 수익 금액은 얼마인가?
111,판매 확대를 위한 온라인 및 모바일 채널 전략에는 무엇이 포함되는가?
112,주택복권사업자가 몽골에서 수행해야 할 주요 운영 활동은 무엇인가?
113,몽골의 에너지 산업 비중과 화력발전소 수는 얼마인가?
114,주택복권 사업이 몽골 정부의 신임도에 미치는 영향은 무엇인가?
115,몽골 도시화 문제로 지적된 주거 형태와 주요 원인은 무엇인가?
116,XML 기반 eBusiness가 기업에 왜 필요한가?
117,기업 내부 레거시 데이터의 호환 및 활용 문제에 대한 제안된 해결책은 무엇인가?
118,ebXML이 무엇이며 전자상거래에서 어떤 역할을 하는가?
119,XML Query Processor의 주요 기능과 DB2XML의 역할은 무엇인가?
120,XML Query Processor의 처리 흐름 단계를 순서대로 설명해 달라
121,XML Mapping Processor가 XML 문서를 다른 형태로 변환할 때 사용하는 방법과 XSLT 적용 방식은 무엇인가?
122,Data Binding Processor가 XML 또는 DTD 문서를 분석하여 Java Package를 자동생성하는 과정은 어떻게 이루어지는가?
123,i-Converter가 제공하는 핵심 기능과 XML2Any Language 및 Data Binding의 역할은 무엇인가?
124,포털 사이트나 콘텐츠 제공자가 기존 콘텐츠를 다양한 장치로 서비스할 때 얻는 이점은 무엇인가?
125,쇼핑몰 등 B2C 영역에서 기업 내부 데이터 통합 및 관리가 중요한 이유는 무엇인가?
126,eMarketplace 서버가 B2B 영역에서 수행하는 데이터 표준화 및 변환 역할은 무엇인가?
127,문서에서 언급된 백엔드 리소스와 지원되는 데이터 형식에는 어떤 것들이 있는가?
128,2003년 4분기 사이버쇼핑몰 거래액과 전년동분기 대비 증감률은 얼마인가?
129,2003년 4분기 B2C 전자상거래 거래액과 전년동월비 증감률은 얼마인가?
130,2003년 12월 스포츠/레저용품의 거래액과 전분기 증감률은 얼마인가?
131,2002년 1월부터 11월까지 월별 온라인 거래액 중 5월 거래액과 11월 거래액은 각각 얼마인가?
132,문서에서 언급된 스포츠용품 시장의 전년동월비 증가율 수치는 얼마인가?
133,e-Pico 브랜드의 포지셔닝은 어떻게 정의되었는가?
134,e-Pico 브랜드가 회원 유치를 위해 제공하려는 정보 서비스 종류는 무엇인가?
135,자체 브랜드 출시와 OEM 생산을 통해 기대하는 주요 목표 세 가지는 무엇인가?
136,레저스포츠 카드 회원에게 동절기 스키/보드 혜택으로 명시된 장비 할인율은 얼마인가?
137,한강변 수상 Fitness Club에 도입된 PICO 브랜드 클럽의 명칭과 규모는 무엇인가?
138,1999년 개인사업 매출액과 순이익 금액은 각각 얼마로 표기되어 있는가?
139,2004년 예상 매출액과 예상 순이익 목표는 얼마로 제시되었는가?
140,피코스포츠가 보유한 전문 프로팀의 종목은 어떤 종목들인가?
141,"1983년부터 2000년까지 바이오사업 연혁에서 1983-1990, 1990-1995, 1995-2000 각 시기의 핵심 활동은 무엇인가?"
142,바이오 연구부 설립과 미국 현지 연구법인 설립 시기는 언제였나?
143,1990년대에 출시된 유전공학 제품 유형은 어떤 것들이었나?
144,퀴놀론계 항생제 연구 시작 연도와 개발 후보 발굴 시기는 언제였나?
145,퀴놀론계 항생제가 적응증으로 표기된 질환들은 무엇인가?
146,퀴놀론계 항생제의 공동개발 파트너와 공동개발 시작 연도는 언제인가?
147,FACTIVE의 복용 횟수와 기존 퀴놀론 대비 주요 장점은 무엇인가?
148,기존 퀴놀론 사용 시 문제점으로 언급된 중추신경 및 간독성 관련 내용은 무엇인가?
149,향후 사업을 위한 총 투자금액과 각 투자사별 투자액은 어떻게 되나?
150,해당 제품의 특허보호기간은 어느 기간으로 설정되었나?
151,로열티 비율과 세계시장 연간 매출 및 연간 예상 수익 전망은 어떻게 제시되어 있나?
152,공동개발을 통한 글로벌 임상 규모와 FDA 관련 목표 및 익산 생산공장 목표는 무엇인가?
153,Goal 2005에서 제시한 바이오 의약의 주요 목표 항목들과 QOL 약품의 목적은 무엇인가?
154,2005년 목표로 설정한 신약 상품화 목표 수량은 몇 개인가?
155,장미가 상징하는 의미는 무엇인가요?
156,백합이 웨딩 장식에 자주 사용되는 이유는 무엇인가요?
157,백합의 중앙 황색 꽃밥에 대한 설명은 무엇인가요?
158,국화가 전통적으로 상징하는 의미는 무엇인가요?
159,안개꽃의 색감과 화형 특징은 무엇인가요?
160,데이지 꽃잎의 특징과 주된 색상은 무엇인가요?
161,히비스커스가 잘 자라는 기후 조건은 무엇인가요?
162,맨드라미는 어느 계절까지 개화하나요?
163,라일락 꽃송이의 색조와 향기의 특징은 무엇인가요?
164,아이리스가 정원에서 선호되는 이유는 무엇인가요?
165,페튜니아는 실내외 어디에 주로 활용되나요?
166,봉숭아의 대표 색상별 특징을 설명해 달라
167,나팔꽃이 덩굴식물로서 갖는 장식적 장점은 무엇인가요?
168,수국이 그늘진 환경을 선호하는 이유와 특성은 무엇인가요?
169,작약의 대표적인 꽃색과 꽃잎 이미지 특징은 무엇인가요?
170,창포의 뿌리는 어떤 용도로 사용되며 어떤 향이 있는가?
171,수선화의 봄철 역할과 꽃잎 색상 특징은 무엇인가요?
172,프리지아는 언제부터 언제까지 피고 주로 어떤 용도로 쓰이나요?
173,해바라기의 키와 해를 향해 움직이는 특징 설명 부탁한다
174,카네이션은 어떤 분야에서 주로 활용되는가?
175,로즈메리는 요리나 차로서 어떤 용도로 활용되나?
176,금어초라는 이름의 유래와 꽃 모양 특징은 무엇인가요?
177,트리토마의 자생 환경과 꽃색은 어떻게 설명되나?
178,스투키아가 실내 관상용으로 적합한 이유는 무엇인가요?
179,금잔화의 군락 형성과 주된 꽃색은 무엇인가요?
180,패랭이꽃의 자태와 자라는 장소에 따른 군락 형성 방식은?
